address,utgd
tgrade1srg729l8nc63230zg4x36yjw3y8q6e4qraykwst07vwqvmar7tgq7he4zw,1000000
tgrade13ygd7q306f3wekerfgdde53n547yra7lk0wtslss7l4thlv7xsvsr4ncca,1000000
tgrade1tzv867e4qz06rue60k4v2pk5xevj9gn3r7274qv0nprl68kvykgs2fhmx3,1000000
tgrade1fqsqgjlurc7z2sntulfa0f9alk2ke5npyxrze9deq7lujas7m3ssjzkusp,1000000
tgrade15jzyzklz8rq9gy38p4kcall0nqr8exglqg5870gglaq4c976vlxs2f70jq,1000000
tgrade1gc5wcdn9ges00w0l2cfxd7r2puyflak5dmkg26rsh083afmnrjxqssx2j4,1000000
tgrade1840qczuzr3u9kg4jnag8y77qhq8uqe65de9uka02xv9fm0w7dhnstut467,1000000
tgrade1ywpctek72gsccmr8gjgaamzs8vhh7ju3sjtvwk82daafavw5u0esxt8akr,1000000
tgrade1hpgq5juh354nepq5wmwyddts3eex9t02rd4zrhqqv5nsrpht9r6s9j367u,1000000
tgrade122nk09a4y3fs7lv79ugmlh3yya37c0jx8yrex39s7d2fe0maxytsp003ka,1000000
tgrade1yrnh5d60cp5tctt8ngv626u7g3ejkmmecc92etjt2wue5ff9wxsqe8dgwh,1000000
tgrade10hexygerl67tgusc3wzjt3f79uhnya4jn9y2rsjlt7qtp4l5yyhq8d64sf,1000000
tgrade1zjd5lwhch4ndnmayqxurja4x5y5mavy9ktrk6fzsyzan4wcgawnqfshaze,1000000
tgrade1q85duf4uqqn97j2y52pep65mukux3edypm7ns2upfgnrg6pnsj0saf0vty,1000000
tgrade1phczxfyh2jmymd3qn0u0unlazytqnrtasp8cdy20j6w6y323q8fs9e4d5z,1000000
tgrade1uyprmp0lu8w8z8kwxp7mxanrtrgn4lp7j557pxe4v8sczzdzl7yswurcm0,1000000
tgrade1u28sjwa64s8m6yxgy63my9499macx7qycapppj6m97fhmx6mmsnqz4gp8e,1000000
tgrade1uvrpmyq7zrvg74s0n5qhldrmd0ehejusw5krty9h3xudljf9yupqkt0g0n,1000000
tgrade1uu7ggnkl4knssngtsqlnjtyy20xkln9343c7qrv6j2fj8luqr50qz4nug0,1000000
tgrade1axw5he6ktvz8rgacec3ldxmegy0urn0xevsysl7e0hx6dx90er6qz28889,1000000
tgrade1q5z7dszzpdxqx7yau2kvhl58mgyx4myssqvr76vnh9s5q9j94a4q5hvp4w,1000000
tgrade17tvqfx3m2q86mcpynfrcvl2cfe7spegv02n5t0eg5yxr80ut99xsn84fz4,1000000
tgrade1lndsj2gufd292c35crv97ug2ncdcn9ys4s8e94wlxyeft6mt3k2sqcchfa,1000000
tgrade1qsufk856fmakeycjq5swmtd53l4drqtu4xefdfuu9h4m5ce89rhsgs5wjd,1000000
tgrade1wz5thzner0u0d365z67mw403jjtj3469yv3qjdmm5d3uu8689vtsheewuy,1000000
tgrade1n39q40qspdc6wdhtt0jhsj4vu7s257ewu8xyt5,54957211945000
tgrade1a53udazy8ayufvy0s434pfwjcedzqv34av2m97,6380343818848
tgrade1xh8ldh76dn5dj27nwum26wdne67xyrrujekle4,4719100000000
tgrade12jnhpa3kemykq5mg8er27lmkj39yksgf6ntm97,3999259000000
tgrade16lphrwl87nkkqtk82fg75taql635v5vy26p2gd,2580899987206
tgrade14uayrfm8c8wun9zjszp2fvmxnw7ad9y5p9sw8a,1000000000000
tgrade1v5qsdtnp79dfn97d9e4wpp3fktg98xwcuy7gzu,952031051063
tgrade10zqv23lt9fyjhl95gs37vsdcteptt3q24xt39e,524129225011
tgrade1a227yjgpvlqxhtvsx2c90kqt3qu788x2mhyv05,434876936986
tgrade1w8mztnvl55pwmlkgkpaquax6q37n5d2spaadcn,434287546834
tgrade1q5q2fkxd92n8da8e4ja9mfcl9cesfg7e6l9rud,401945870608
tgrade1cv4leeaavx5lu5n7jgrdklt76rgx2xtd2hlrue,371062282034
tgrade1qe8uuf5x69c526h4nzxwv4ltftr73v7qt4v8ku,371005612853
tgrade1q3gxkm46daqw48fmnpqu8sdfcedqhnmzleaccr,370514362127
tgrade1utmv6xc90rcrxu6aj6nj4rgypxv6dlrj8ax3dp,355919724785
tgrade179skd62nvdvvt440l0krmlj40ewywv4rscgq8z,333592098897
tgrade10nq2ea7fms8g58fyaqlc2m3thq9kjx5wun6rk9,317924424385
tgrade1hthzvzngnnv6k4ezn2fvm7yhrmser8tesunkhm,309483389528
tgrade1hnesd8eqjtpu82t89jeqqs74vte440z4y33za6,292760159520
tgrade1t4c2uet05fhvdd49zzgg5yyqj3xtu6lee5kegx,292678000000
tgrade1jdc8qm80m3lvgajuvn36x2nmxfjauclxtyp7rg,285757815057
tgrade1azrgt5aneucrun989pta6jayexnl6lagfcz927,285713955000
tgrade16ycdyzj48pz4nvdprrxkxkq5ax76ksmg5ux6gj,285713850712
tgrade1x20lytyf6zkcrv5edpkfkn8sz578qg5s7azap8,285001957500
tgrade1wnpak7sfawsfv9c8vqe7naxfa4g99lv7k7z4l4,262772207223
tgrade1pevdc4yv6j4qkl9puej8vvujnejqc5u7dk7zfk,249494000000
tgrade12zyhxtfw9qmgr3w05t5ann8xdu8mkkrqns9mfm,231400000000
tgrade1pa9yplk8jvlefp8726cwp73yhyr2napcxvlpyq,190049994448
tgrade139kamx9ruldrljm48rq8f0jknk2rysvg3c02jd,186952000000
tgrade1c704ne2yzlews795ywu30qk65ckld8sr7a0756,184782000000
tgrade1waac73cpffx7suhpkvnn8w0a8s2cgzn6j4ksx2,168679364099
tgrade1tdvy8j7a87g7z6t8vtf37hsakld45p5t2ppvtr,164523942668
tgrade1rnnuk7rmjwj3ep97s5d0w5ek5che53ekt0e0vk,161650483131
tgrade158yzde8ank70k6gpq4v8jm8hgmtssl02qedr72,154342409061
tgrade1wlagucxdxvsmvj6330864x8q3vxz4x02d0ssjl,70238841602
tgrade1l5fl0x0mz0euezyyww846ufs4znlw9cyf2uqe2,136709311511
tgrade1ntqpu7senwffcg8q7zlltfzuzsx2mke4p25lf0,101710000000
tgrade1kqwgz0f326h7rsusmqg59equz54d6aujmyue9x,138485986445
tgrade1d547mdkjeple68mwl5cjlvu3ueuj80txh0p2uc,72029000000
tgrade12akkrls9uk3g25sq4ehf647ah24ca4je6am9re,99232000000
tgrade149vqwput4dkq9qxmxd6pssvdhls7gtyntv5jks,132140990000
tgrade182pxdtmc7uz6dxwqhvxqrrygyj3v08lvrrdt89,108366872969
tgrade1dg9hy5pz8mmrqktgepmqnzx78yjvhj5xhzy3se,130496000000
tgrade1ag4wrywgtn4rmzzry6rwf52xldzfvef5awmf85,134460994444
tgrade1pm6p6rzga74snyatmxnj98rawjhvpgldk20nhs,125069000000
tgrade1eu8cuyg6xgnkswgz0d62a3tq99spmhmtlcffqp,83167000000
tgrade1kpphkzpx0wl2qc0jafk6vf04n0tasndjwhsdmj,151334000000
tgrade1gkrk4ccj5hks7jermhl6t2l2dqtpdlkrm4jscn,66917995027
tgrade1w234ulwmmemdwd6lq9s8y5m86zqyuyf449yfgc,65609920000
tgrade1vf4m8xxlqwmmuvykgl2hz3c62z72aldfex2e8n,63234787655
tgrade1hvqqj7pgujpwjrshne596e0lxragng78whyh9a,62499990023
tgrade14fqtpynvp6vcn4hwu5k6fw3rtxzp5yd5lwzmxn,55514895869
tgrade1pd5v5cxftwvz73d7upc048ur40j4hjzpre3d6k,50845198049
tgrade1ptpjgy9pht6wfdxw8l6jdfmt008g0kfjfm834j,48000680976
tgrade1quw3zpwklv3l4ntpfj37c2tx4393ly03tnfc98,42354153720
tgrade1nfsgjue3jaq3338mqfwhukratt7luz7u43eh78,40125000000
tgrade1dxusu7uqxmc27nwdajtjexuy68wpcg5clqe6a4,40025000000
tgrade15qqhmu8utlghyld5c7mrr2scuf46zpls5jrp2r,40025000000
tgrade19sv8y27mmf86qau75vfgvw7ahrrvynwfe0aauf,40025000000
tgrade1ylrt7dqjz0vmr3h2e53q3h74jrjxfwf4ehk635,39924256000
tgrade1en5uxufmwav7e9tshugt7zytqpmqhjh909wg6h,39121634000
tgrade17lclxtnwyk64u9nuzfx0d3ljwzddrht0t965ll,36908027892
tgrade107sxlqhr3l7c6shxsqzkll4nc4pfsllvq6q0nz,36009270472
tgrade1w4y8fk7fz346nzqac2f2vjpwz5j47kg5umnrc9,35575000000
tgrade1a2fa2c4psh39n8mr62w403smnqxxcynxqgfuxs,34873874155
tgrade1yj87cjq0ent7jnrj9lfffjhht6602dhy0fzlru,34149581405
tgrade1y4v7dcwe5upna6vpgfggrfy23l07r9jdusek5j,30636350413
tgrade1mst628zrpwsce39usqcwdd8l7cuchhmkywf0ud,30000158381
tgrade15rts7apl6we096slnn6p2v56w3z0gyntxzjj96,28177353025
tgrade1xwhjsflsqhm54dsn96zvpjzrh7t2ym3d4g5rvt,28043808000
tgrade1dzmnc40xz64sewwt7sm55urx6qxnsn09ayv9f6,26767009131
tgrade1k7lanjkmkc0km8clcjurepyz93l02ha7cdldv0,25633119447
tgrade1ezz9vww05ylh6zmkmwnrfwslf3tkwmwdj30hs7,24275232821
tgrade1k8efqy9seesd0dcvr7207nmmlkfz944p97fypq,24205570891
tgrade1s0lankh33kprer2l22nank5rvsuh9ksa4nr6gl,22667584782
tgrade1lpecjwz5363cgg4mpmrum4draxx00npjmfju0r,20444232568
tgrade1wgkky0dpzufmqxc93lynymfk6uf68005hdh7x2,21391749298
tgrade1hpud8k82gx6fqxfztn0ygfeszk36peqg8uz9a0,20241966326
tgrade17vm08d6wxa4ervq5nendehcrg2wxjcjs9ss8yu,20181179985
tgrade1dlcy3jq3llsvt8ze7fmarezt2ddlvkkrp3qkja,20000926000
tgrade1rls4t6vsvyfj3tg9fut8vaxrmtaeeza8r73r24,19024436001
tgrade1232e5nyzn949qety0v9c0wrgufzyfx7f377y9s,16891107115
tgrade1ks70qccmq38yxe0ff49r8ywq2t54k5zktq33c4,16836216374
tgrade1ky7m39mszht0rveq9y0ramqnash6jp5kdnkrar,16237958955
tgrade179ugp4aaajkwanpedkhg772t3rmvc077fhuwjg,16202940000
tgrade1u6gux47kqfsxxyk74uu0fy9y8y2rxhl0mmqc0a,13124964624
tgrade12tdulmvjmsmpaqrpshz0emu0h9sqz5x50ysu2w,12041075552
tgrade1lh4q8xx2w8c8jg84ttspgzx8ukqqsm39hwpr8x,11684023511
tgrade1c03jkal0xplar2p7ndshxeqrh9kw4m6ur98ju7,10796578745
tgrade14jayw662dsn2u050lmhpysqu64dz02cvnxtsat,10600496167
tgrade1hyjhy0tp6geral2g9vj9nyteglf8t5q4zm4dp9,10328107015
tgrade1vxxfhd8txmrq76jx3gj7sdrvg0vvqretj96vc6,9999737964
tgrade1hyww3kehukejmpvd2tey5peaka0vvkgd6z0gxe,9998316550
tgrade1efp3hmnslju2pn8g2qukp5k5xs028rhppznk67,9810840791
tgrade102c8nrsw5wlezdkj9m6rvmx8rrlwf5n0t2yatd,9654900765
tgrade1fy2s7er0c6uxc8hmnqfgukvkf7xh22s4upgc7u,9304702452
tgrade1q598gmmltugefxxxp76z3re8sedw5gdxfe0wck,9029029395
tgrade1nrzvqv45e5tx02vg2zu8ylh8qa3s306pygau8a,8958652754
tgrade17vp5f8zatrkwg0vvu2lfvdrhpz3c6fxh4jk7t5,8250959638
tgrade1hcwcxnz5stwnrupf964lzc3txdzgctv5069nzw,7611455576
tgrade16nsxy6mwevx2lj8z8jfrphy0x4d9zpc807lwuf,7495027368
tgrade1m8wcqre29fvlu0rzl6697m5u540sge5g8gcner,7407921285
tgrade1vrq3kjq95kkh26vp3g6sfx84xzw654qa4kg2pe,6975194780
tgrade1dp7jlwnlhrmu2we0nnpt9j54ukryk23nga7ga2,6731816551
tgrade1g4gtaw3s6hhg352563sedrms2vummj5e6sjdt7,6250000000
tgrade1z46x9kfmp64qqk7rxun6ll9peqapmswp559zp7,6250000000
tgrade1ewn73qp0aqrtya38p0nv5c2xsshdea7aw2www6,5913487078
tgrade1dl34yx429w7q5e68tlc9w3ahgycqc7edzf88rv,5861723862
tgrade1gu2pa6q43gpjrq5um323alwusfxj47tcx4syqq,5267207196
tgrade1u3a6kuyhgtxsswzx2y283wctsgn5ns8wtxkxzh,5258023683
tgrade1387twcs2gwzh3pmrwjrycwzvxpycdtv4d5ejmt,5119211177
tgrade1v50a30vh394hz4px8839tzhh8wf8gf3p6whszz,4389364724
tgrade10f4hqk4svs0ry0twd0fc2swf2yqcpqn0kg47uu,4122540986
tgrade1ex67wfnj936t2zhxsc8h3egrpqu2ma3gx7vfwv,4001000000
tgrade1xjvhpmflhue38mc8j75gqj2h0fds9guxrzgf6s,4000790193
tgrade17jk2cuy43v35flg6xhkdsrnhagfjj5gw89ccpm,3750000000
tgrade1qy78shvx0wl6ljc4sm292trqhd2xelrvhnyu6a,3300748171
tgrade1p5pa72gy9tssrvae6jnphgpxdryvt4h7pu4nx2,3143143566
tgrade1sr0lw3rnl4u3zz7hxrek0pp26hjhapecg4962z,3114268068
tgrade1p7td7t0htw596asmh5tveadh2fdz3wmhncxtu0,2977100123
tgrade1d0jl8atv2q8a2g0tkh5jasrpxevc52qnpptn2y,2806006500
tgrade13uup3md785lsd74aws4hx2et052mferwygp29f,2641041459
tgrade15gn7crx5v3gnnm0c6sjz2gzjnph3a4t9wxgfpe,2526000000
tgrade1n37dv8y4x9adj7gj6aepmwxq59vs7v626ltaze,2499895000
tgrade16s9lqwxpx3v37pktkf0tly5gntj9fpnymgm2g0,2496620642
tgrade1f6s4550dzyu0yzp7q2acn47mp5u25k0xj6ma5n,2342512952
tgrade1shnh6jq6c9gt2uaynzee7eh47806lx9wqq5tme,2072386968
tgrade1z2w333ttrqhkvpu4x9v059l7q6k9avcdhc3edt,1952827755
tgrade1mul5sm0nasnga8r5c5zfd2h473ah2axdw2eeqt,1928680047
tgrade1qnqgdcq83kpaa9qvajqgxllheppk4p5qwjrx2t,1923894559
tgrade1ty3c2xfpusk2r4r5xua2x9wvf9mvqznkw2k83t,1900006500
tgrade1hsafk3cfrdcn2qjar7awz68qhmlj6tz2gjua7y,1886828343
tgrade1jjvfnekyy78n7xcvhfdqymtmsyg0yzt4fy586f,1629854856
tgrade1r5h46t8crr7ur99tg9x483n3t8es5gwpldpda7,1629854856
tgrade19x9aqt8kc7qjkt07uexs2sm3vv42ngxdfmkvh8,1498553500
tgrade1gkfm69ulp493c4srhet0gm8pgpzm7j7ucj0eu9,1428522393
tgrade1rgz26u608kuu5emafslavyleutnxslpfxtyy8q,1376574570
tgrade1wza5cgx5zahphu3gfd2rqpglhqfdjhj6qhng8j,1250000000
tgrade15xvnvwffhmy5wx8y7a9rchxe4zys9pa4yrd2sy,1205393985
tgrade16n5we9kd3ewdp8ll0fgk8h2qnjzwtwz9fz9s2e,1192929646
tgrade15zv0g0y4652z8vhj0kvx325rea7r2n677gmegz,1082405274
tgrade1ss3ushzu5a4e0085ljps8d9mwy28wqkevhgy46,1082222370
tgrade1enrp3862fqg8zt2emwfj70qdahhczxnstegkmq,1073570128
tgrade1ymwmsflgh8k9rzeh8n0a4ws9tnfzsm56srtdwu,1020398168
tgrade1ey5aeyezjug2xzuswl9ahkhn0mycnrvzqau9me,1018803041
tgrade1efkr049k8enwqhsup89fhtx6lq66f34nzuedmw,1017427859
tgrade1n3xst4q9xpdqxgduap8q9nuvd32gan0s3c0a56,1000311843
tgrade1fvznf7dt5v7qfp4wgpnnzfn6ahdy9treu2yf0c,1000000000
tgrade1phxc2wg9pcvc9wsqhckmajrgn4qhl7fjlmm4v9,936376351
tgrade1rlmuqh8f96yzdetdnctj4r6prktpt77nzax5zx,931552894
tgrade13w4h3ktqpe4ka84vuljcs00mwjam60vcwup5qm,928902948
tgrade154cvfyu85tduekt60ga8ydc45lc76w7yy6935n,875658718
tgrade1fl66y6slhp4343h30ugp625e7flevgqdetj0j5,766592426
tgrade1err5c2tc8ha6qa42tpvedgk585dpj355pxv80y,726370734
tgrade1ypwzuhaffvr06ktu0ne6lnm69gxj32qwx2a7lt,713904347
tgrade1skc8aut895jvg4hdxx7q89sus5x63edeq0mgrk,713881392
tgrade1zfcmwh56kmz4wqqg2t8pxrm228dx2c6hwwyxfm,713880000
tgrade1968mh9rmp0p29k6yzqxn6se4fca23882d5h33k,713852295
tgrade1cxmsyzr90qh85gwgwnvptukhk2tvvhq6t4dr2a,713850000
tgrade1c9ye54e3pzwm3e0zpdlel6pnavrj9qqvdvmqdq,713841121
tgrade1s3366h2rpwhvlt0w0x49ssyh27778dyztnsz3g,713801525
tgrade1c8xa9nxxuvgd32put8qqmd33r29hwuq2ptzh36,711766250
tgrade1hqwhf60933tyjqdry8tp9nxs4sf52sxwcff34w,697092358
tgrade1qt46rstujqzq99n3zcqxuddnln0euy5y4sus0h,630260929
tgrade1hz44csmmr6rst98gh6ey5yqc59aft6lf4qy9lq,625000000
tgrade1sghqztvgjv3ug6ltpvvwwyhpt35u7hu8mhmn3f,605200316
tgrade1lhv6j2u593p3l606xn9gam4qkrtmczq90vx9cz,580274889
tgrade1mf7wu6alar2z7drz9ez5lsy56e3xjeex98e7ht,570000000
tgrade18a6aqwqmm2ltfjkh4w8ya0z5yx5grra3gm94rl,501000000
tgrade1cujhq72xqa5t5pvz3zjn0rfqmdl2sl0hw5naqp,483675191
tgrade1u44vteu9tlzhwk7cxfqekgtc7rumlg32vkxgz5,433212983
tgrade15qnf6turgmunhkvxrx0skvgw3apcwdp8zhcwzy,429296869
tgrade1selv0gst06ts9mvj5n6vy4gp0l7sts45dhvlu5,421850000
tgrade18ejuuy6ekhe9f0r837m03y0k4xq9y7tqtqanv7,420851919
tgrade18xytphss2w57dv3pf5glkgy0g0595y7xuzmnxs,409445733
tgrade1z79h4cw0plrq423zzzd9273g7jawh4cu0gg5tn,405222134
tgrade1clfvh2xf0gr0y6wykuz8xmra35adr7xn3n6qwu,390568600
tgrade1xwzjnzrdt59zc8r69mkzmdeyzhrwy3p9h7kdqm,378124140
tgrade1grnsmfmhcsl2dllkyyq7qzm9whlnwxzc77ul0t,356905000
tgrade1vq97vj6hsrvg8569eclpnpsvs6nk7jllf389zm,354502725
tgrade1rmmym5wfl8xy82dhe3ghh2k5qzks638vkp97yz,326809950
tgrade1c5cd25l2ujusap22umvy2sk6s4nd9gvyu57lcf,307912350
tgrade1gemss7jcmvpjdnkqkhfp56jgwvfe6t88gsu8pq,263212583
tgrade1m2mp5ss0l8g5tn9fqkw00hp3fd3wg95674ap0h,247164381
tgrade1vrml8rkxcstrneqv208wmd9f3yd5uwkwmuwnsl,221964066
tgrade12xuv0mea3yz8w7qnxhfydemyggrz9llg20h005,221014186
tgrade1yxp82qlay8768867clrg64kje9dyv4y6ghzjvg,216671129
tgrade1593yhrjwvhcv3vlvars3playrhfhr69x5l0skp,214042466
tgrade156zyj653agedruqlv5fad9ry37nwflkrwcpl7l,207591629
tgrade1jnzqc9c5fxfmmdttftaw92ada4wgepkmct7pxu,203976426
tgrade1w358hnfft9j357l35xjtq8k9snyqp7axwtyzzn,200444945
tgrade15essumehfvgjh6p63ufmsnqp32ch29lm86gpc0,191967824
tgrade1vd3l3plh0q8y2234kg8zk02d8fg6jf87ptgcvh,183565142
tgrade1pxc063fv3795vygudz6k0uf0lew4zv6896ypts,170202388
tgrade1kaex849hpxnudjmylygx8kn52vkarh5qhzsk6k,168045676
tgrade14x2p5ctpxt346vdrhptklgrjjye5ax5etg5y38,166251319
tgrade1zkg2tdja965738slnyfxx5kgqprwfl44ecnh3h,164081915
tgrade1tavf9pe3fl94hpl37u08mwt6p5l3fn4wzug703,162785675
tgrade1xdg5cp9x9zzne3ze8pyg3j8lm54qh7285ftxza,157380306
tgrade1y4my6z3lgjgw4f7x6wnldpkfagev2wd7hu6vrg,155332966
tgrade1hce9n95e33qplgxujezffsv0sauj9x0c8ss9ap,148140367
tgrade1qly96sy3yklkwv6cf4he5ves4qu8yn583gm7ux,143198241
tgrade1lzvp7rvfdjetz4sups0r70skv5wc3n985fq3dy,142069206
tgrade1e5pqdpzad6fhs29pvksqvt92q8ermf6h0l8a2j,141461743
tgrade1nd5gmrp3mz0a3wjyjqe9xr3hngkxdpvph2w3m9,141283027
tgrade12z0hpqxj3txaf85zlla7zqffp7n9sl8w72jx4a,140289182
tgrade19taqygxe4rtnda502s5jq69vfl9ffdca25twkh,138757978
tgrade1fnuug3854nyfqa8wymjqxpuxqdc3pu30cjpdvr,131298559
tgrade1d8g5e72najrzq2crj9dpq5wk3c6xqpecwm555q,130882711
tgrade1s9cxswe0datam7s7j3et3x5p5edsvmzju8zhpv,122021886
tgrade1uxthxgqhmxaqlh5u6990j48x5y0u2udfx0dd4k,115093962
tgrade1hmzk8ngj5zx4gxt80n8z72r50zxvlpk8tntnnl,113851443
tgrade1j3r03dpsv7v0hrgtnxxmnvnf94h2zwu6qsxkyr,109951538
tgrade1afrr63vpdkgre8xk6sf22w5rvkfkfh8r63j96g,107069196
tgrade1qasvvkm4z06ndwphx4zdxyl3xpjnl6qkxjmcvw,105000000
tgrade1m6ey4dvk8j520pwfr4d573cqdqcfyhakp282rq,104846154
tgrade17h2x3j7u44qkrq0sk8ul0r2qr440rwgjca5y25,102232039
tgrade1k4zpaqh8cmpw2l7vk5xj0zuxdv52fkfqc4seg4,101838198
tgrade1jmjjga3j2qymr2v75x3p92wwmv0x6ch6ea0yfr,100817881
tgrade1xmzcs6uxy0jjaqkdac3xsvm35qkjjv37lzm8yd,100359737
tgrade1qaz38dnp38s5939h87w3jxt99fjq786mw56q27,100000000
tgrade1dj870tl9jkt0xzha5dagjkec8zxq6quxs4wm96,100000000
tgrade1cevukcwjl7ral0xed2uyesfk37u3txpdw3e4jq,100000000
tgrade1y8lgme4d47nfnevhkwvyx0wd33zhl7un935wan,100000000
tgrade134ultcrapjnu8nxttt5rlc05tgeex2jalpyk33,100000000
tgrade1n3mhyp9fvcmuu8l0q8qvjy07x0rql8q45a9py4,99234393
tgrade1zdzujvrltwcluasmt5qmnplhs2exrhyduaxa07,98997710
tgrade1j6smnm0czjaz8eq3d66yzpt3jxlp755zh5t3ng,98962000
tgrade1y7d5wyurle62g2spca672f6sfsf4f25d8px3g9,97974206
tgrade1yn9yrgh5f3an23y8g0ktt5c6uc285lg8596dyf,96477784
tgrade1gsqqhn83y64urhkdymv4us3vpz25jpv690gqu2,96219444
tgrade12k8zcqdluy8knz8fjz3jkdr0jesck6d2cjvsn6,94018617
tgrade185mnz38j3uexaa9j4yl062ptjcnnvs2wvrxk4e,91860433
tgrade1txkjhk22n9ytena3c9cymw047dr30a84236kwd,86723938
tgrade17wcm8eh6k4y9j20s63h2prdj0kyr79fmx5pdqh,83082201
tgrade1c5vzrnvmdzqae6ln2auaewlel46qdqkyr34hwj,82770491
tgrade1ydw2lp4gcxn8qv09qe8w5qdpgt8qeu30gpf392,81491027
tgrade1jq5zutwuwdyr2h7vf0nlelk5f45ja5cayh3nyg,78941980
tgrade1cddkj9qt534dgv0lpqfvcltl8fkq55raz0ecss,72603984
tgrade10yvz49tyh6kw8qzpmlnkepvg50a5hryyje0x6w,66614802
tgrade1f6d3zh7edt5spp8qvuqdpwkh4swrj6hs3lzm4c,66381648
tgrade1e0xcl7ne95cdjrgudxxyyk4uekmald2xxx8mck,63118761
tgrade1m234dnn4huwga92r44f23xmu03qa90xmhtd9u7,60100000
tgrade16g4x972lvchrpc7zgtfad3sjqe3nw5njmuk7rp,59195037
tgrade1wwtv3y56gva9lhtl0q72psf82etw4puq6l05lp,55000000
tgrade133t8m00w7llsslnf05zdhehharntly8dg3ayqs,54723185
tgrade1f7ahqkjvhlfl8acf7dfhnegdklrqyrj6lckehf,54717862
tgrade1p4e6336js75d3qg9wqcypk9sdksalnaxr26hpd,54049219
tgrade1kq44na4fs6qfwj6auvz6k0cv2u834t05cr3ywl,53008637
tgrade1z8yc82ns73pjp7ja9qhr73ymjcgzzw05c4nusk,50539219
tgrade1p6763cacd9xxznfy9ynn3wf6mdp6hgrk6ju2yk,50000000
tgrade18kvjxrrp935gss49xpuqkn285m64zs9vhpmstn,50000000
tgrade15lprtmks37df9m6mgz98qdpg8357uw78rc39p7,49011227
tgrade1nna7k5lywn99cd63elcfqm6p8c5c4qcur4488y,48300617
tgrade1p5cnyt8as23jdjsxfkvnerafj2d53wlu9ulxu3,47065932
tgrade13zqcnz4srpeccl8f2hc7vaafyses5kn7lmkrwg,46777916
tgrade1xp9vpjdzx08uh7llkl46upc3cefmn4kpkj9gmk,46539516
tgrade1p59gee55s8gu5j05ejxvr56elv2pewtvu2036f,45042679
tgrade1467crryxceqy25un36uf6025v244kk7j4l2rjd,43838395
tgrade18wrrpz237p87fhc0mf7ta0cpsgp25k5rmcf7nz,42130704
tgrade10e3sta8ywpz39ahl8wcly4qanul3phlh4r22aa,42030726
tgrade15r675pn9wccz66w66p7aqj82w2etg6m720l4rq,39114100
tgrade1l97vh5wfrg783ts2mdm9ctkmhjhc8envnzymnl,37746207
tgrade178cmxu3suh2euqnntw5e6ky4eqxtdn538fgjge,37132695
tgrade1yjycpl472f6z4sp08eyj0s5fynp4k6r3nkcp7l,35000000
tgrade1ex9u6tjscelwlu78cqhj05utc6ljrz4y2c28jf,32699158
tgrade1fmm5sezclltdqfzcje8tl0hgyxhy96mffxw6w5,31594074
tgrade1admh0ft2553aw6u9hxn7v2vw488r0yyg6u345u,30835357
tgrade1z024vgu2v80dv0gg64aawnz8kynh3apuratt2x,30500000
